c136315a|9|1312946434|9779a1ad|5|2.5|1|0|0|1|0|0|0|10|1313464834
c136315a|9|1312950195|a2a80b21|4|2.5|1|0|0|1|0|0|0|4|1313295795
c136315a|9|1312950206|a35a6c4a|5|2.5|1|0|0|1|0|0|0|4|1313468606
c136315a|9|1312950213|85f8ec88|5|2.5|1|0|0|1|0|0|0|4|1313295813
c136315a|9|1312950216|10ae2adc|5|2.5|1|0|0|1|0|0|0|2|1313382216
c136315a|9|1312950241|a9c66681|4|2.5|1|0|0|1|0|0|0|5|1313382241
c136315a|9|1312950244|ba841422|5|2.5|1|0|0|1|0|0|0|2|1313468644
c136315a|9|1312950250|4e108d46|5|2.5|1|0|0|1|0|0|0|1|1313295850
c136315a|9|1312950252|28beb1b5|5|2.5|1|0|0|1|0|0|0|1|1313295852
c136315a|9|1312950255|183bbf62|5|2.5|1|0|0|1|0|0|0|2|1313382255
c136315a|9|1312950258|5c8f209c|5|2.5|1|0|0|1|0|0|0|2|1313468658
c136315a|9|1312950260|e07de078|5|2.5|1|0|0|1|0|0|0|1|1313382260
c136315a|9|1312950261|7a651473|5|2.5|1|0|0|1|0|0|0|1|1313468661
c136315a|9|1312950263|8922fb90|5|2.5|1|0|0|1|0|0|0|2|1313468663
c136315a|9|1312950270|7c047dd4|2|2.5|1|0|0|1|0|0|0|1|1313036670
c136315a|9|1312950276|833b31d7|5|2.5|1|0|0|1|0|0|0|4|1313295876
c136315a|9|1312950277|6fa75562|5|2.5|1|0|0|1|0|0|0|1|1313295877
c136315a|9|1312950282|8f623186|2|2.5|1|0|0|1|0|0|0|3|1313123082
c136315a|9|1312950287|3ac3dbe5|3|2.5|1|0|0|1|0|0|0|3|1313209487
c136315a|9|1312950294|1cdc20ca|4|2.5|1|0|0|1|0|0|0|3|1313382294
c136315a|9|1312950303|9bb08773|1|2.5|1|0|0|1|0|0|0|2|1312950303
c136315a|9|1312950309|9bb08773|1|2.5|2|0|0|2|0|0|0|3|1312950309
c136315a|9|1312950316|a6e0c849|1|2.5|1|0|0|1|0|0|0|3|1312950316
c136315a|9|1312950325|f2e99617|0|2.5|1|0|0|1|0|0|0|6|1312950325
c136315a|9|1312950329|812e172f|5|2.5|1|0|0|1|0|0|0|2|1313382329
c136315a|9|1312950336|d8f26e57|0|2.5|1|0|0|1|0|0|0|4|1312950336
c136315a|9|1312950342|ebd095b6|1|2.5|1|0|0|1|0|0|0|3|1312950342
c136315a|9|1312950348|a6e0c849|2|2.5|2|0|0|2|0|0|0|4|1313123148
c136315a|9|1312950355|f2e99617|0|2.5|2|0|0|2|0|0|0|5|1312950355
c136315a|9|1312950360|9bb08773|1|2.5|3|0|0|3|0|0|46|2|1312950360
c136315a|9|1312950374|d8f26e57|0|2.5|2|0|0|2|0|0|0|11|1312950374
c136315a|9|1312950409|d8f26e57|2|2.5|3|0|0|3|0|0|0|2|1313123209
c136315a|9|1312950434|f2e99617|3|2.5|3|0|0|3|0|0|54|3|1313036834
c136315a|9|1312950440|ebd095b6|2|2.5|2|0|0|2|0|0|0|3|1313036840
c136315a|9|1312950449|ed209343|1|2.5|1|0|0|1|0|0|0|6|1312950449
c136315a|9|1312950454|752e7172|4|2.5|1|0|0|1|0|0|0|4|1313209654
c136315a|9|1312950489|8e290d81|2|2.5|1|0|0|1|0|0|0|3|1313036889
c136315a|9|1312950498|9bb08773|1|2.5|4|0|0|4|0|0|129|5|1312950498
c136315a|9|1312950506|ed209343|1|2.5|2|0|0|2|0|0|0|7|1312950506
c136315a|9|1312950510|eec091c3|5|2.5|1|0|0|1|0|0|0|2|1313382510
c136315a|9|1312950517|f9c666ee|5|2.5|1|0|0|1|0|0|0|5|1313296117
c136315a|9|1312950519|2874fbed|5|2.5|1|0|0|1|0|0|0|2|1313382519
c136315a|9|1312950523|95e5ef36|2|2.5|1|0|0|1|0|0|0|2|1313036923
